stt,course_id,name_vi,name_en,is_open,managed_by,course_type,old_code,equivalent_ids,prerequisite_ids,prior_ids,credits_lt,credits_th
1,ACCT3603,Hệ thống thông tin kế toán,Accounting Information Systems,,HTTT,CN,,,,,3,0
2,ACCT5123,Hoạch định nguồn lực doanh nghiệp,Enterprise Resource Planning,,HTTT,CSN,,,,,3,0
3,ADENG1,Tiếng Anh tăng cường 1,Intensive English 1,,HTTT,ĐC,ENG11,ENG04,,,0,0
4,ADENG2,Tiếng Anh tăng cường 2,Intensive English 2,,HTTT,ĐC,ENG12,,,,0,0
5,ADENG3,Tiếng Anh tăng cường 3,Intensive English 3,,HTTT,ĐC,,ENG05,ADENG2,,0,0
6,ADENG4,Tiếng Anh tăng cường 4,Intensive English 4,,HTTT,ĐC,,ENG03,ADENG3,,0,0
7,AI001,Giới thiệu ngành Trí tuệ nhân tạo,Introduction to Artificial Intelligence,,KHMT,ĐC,,CS005IE005IS005SE005CE005NT005NT015EC005DS005,,,1,0
8,AI002,Tư duy Trí tuệ nhân tạo,Artificial Intelligence Thinking,,KHMT,CSN,,,,,3,1
9,AI301,Khởi nghiệp và sáng tạo,Entrepreneurship and Innovation,,KHMT,CN,,,,,2,0
10,AI302,Kỹ thuật viết báo cáo và trình bày,Technical Report Writing and Presentation Skills,,KHMT,CN,,,,,2,0
11,AI503,Đồ án tốt nghiệp,Capstone Project,,KHMT,TN,,,,,6,0
12,AI504,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,,KHMT,TN,,,,,10,0
13,AI505,Khoá luận tốt nghiệp,Thesis,,KHMT,KLTN,,,,,10,0
14,BCH058,Kỹ năng truyền thông giao tiếp,Communications Techniques,,PĐTĐH,CN,,,,,1,1
15,BOQC1,Nhập môn máy tính lượng tử,Basics of Quantum Computing,,BMTL,BT,,,,,0,0
16,BUS1125,Khởi nghiệp kinh doanh,Entrepreneurship,,PĐTĐH,CN,,,,,2,1
17,CARC1,Kiến trúc máy tính,Computer Architecture,,KTMT,ĐC,,IT006,,,3,0
18,CE005,Giới thiệu ngành Kỹ Thuật Máy tính,Introduction to Computer Engineering,,KTMT,ĐC,,CS005IE005IS005SE005NT005NT015EC005DS005AI001,,,1,0
19,CE006,Giới thiệu ngành Thiết kế vi mạch,Introduction to Integrated Circuit Design,,KTMT,ĐC,,,,,1,0
20,CE101,Lý thuyết mạch điện,Theory of electrical circuits,,KTMT,CSN,,CE121,,,4,0
21,CE102,Hệ thống số,Digital systems,,KTMT,CN,,PH002,,,3,1
22,CE103,Vi xử lý-vi điều khiển,Microprocessors and Microcontrollers,,KTMT,CSN,,,,IT006,3,1
23,CE104,Các thiết bị và mạch điện tử,Electronic devices and circuits,,KTMT,CSN,,,,PH001CE101,3,0
24,CE105,Xử lý tín hiệu số,Digital Signal Processing,,KTMT,CSN,CE205,CE205,,MA001MA002MA003,3,1
25,CE106,Thiết kế vi mạch với HDL,Digital Circuit Design with HDL,,KTMT,CN,,CE221,,,3,1
26,CE107,Hệ thống nhúng,Embedded systems,,KTMT,CSN,,CE224,,IT001IT006CE103,3,1
27,CE108,Hệ điều hành nâng cao,Advanced operating systems,,KTMT,CN,,,,,3,0
28,CE109,Lập trình nhúng căn bản,Introduction to embedded-system programming,,KTMT,CN,,CE211,,,2,1
29,CE110,Lập trình hệ thống với Java,System Programming with Java,,KTMT,CN,,CE315,,,3,1
30,CE111,Kiến trúc máy tính nâng cao,Advanced computer architecture,,KTMT,CĐTN,,,,IT006,2,1
31,CE112,Đồ án môn học thiết kế mạch,Circuit design project,,KTMT,ĐA,,CE201,,,0,2
32,CE113,Điều khiển tự động,Automatic Control,,KTMT,CN,,CE212,,,3,0
33,CE114,Lập trình trên thiết bị di động,Mobile device application development,,KTMT,CN,,NT118,,,2,1
34,CE115,Thiết kế mạng,Network design,,KTMT,CN,,NT113,,,3,1
35,CE116,Đồ án môn học ngành KTMT,Information engineering project,,KTMT,ĐA,,CE206,,,0,2
36,CE117,Thực hành điện- điện tử,Basic electrical and electronic laboratory,,KTMT,CSN,,,,PH001CE101,0,1
37,CE118,Thiết kế luận lý số,Digital Logic Design,,KTMT,CSN,,,,PH002,3,1
38,CE119,Thực hành kiến trúc máy tính,Computer Architecture Laboratory,,KTMT,CSN,,,,PH002,0,1
39,CE121,Lý thuyết mạch điện,Theory of Electrical Circuits,,KTMT,CSN,,CE101CE122CE125,,,3,1
40,CE122,Phân tích mạch kỹ thuật,Engineering Circuit Analysis,,KTMT,CN,,CE125,,,3,1
41,CE124,Các thiết bị và mạch điện tử,Electronic Devices and Circuits,,KTMT,CSN,,CE104,,CE121,3,1
42,CE125,Kỹ thuật phân tích mạch,Introduction to Circuit Analysis,,KTMT,CN,,,,,3,1
43,CE126,Vật lý bán dẫn và ứng dụng,Semiconductor Physics and Applications,,KTMT,CN,,,,,3,1
44,CE201,Đồ án 1,Project 1,,KTMT,ĐA,,,,PH002CE103CE121,0,2
45,CE202,An toàn mạng máy tính,Network security,,KTMT,CN,,NT101,,,3,0
46,CE203,Điều khiển tự động nâng cao,Advanced automatic control,,KTMT,CĐTN,,CE317,,,3,0
47,CE204,Thiết kế và lập trình Web,Web design and programming,,KTMT,CN,CE305,,,,3,0
48,CE205,Xử lý tín hiệu số,Digital signal processing,,KTMT,CN,,,,,3,1
49,CE206,Đồ án 2,Project 2,,KTMT,ĐA,,CE116,,PH002CE103CE121,0,2
50,CE207,Đồ án thiết kế vi mạch 1,Project on Integrated Circuit Design 1,,KTMT,CN,,,,CE226CE436CE433,0,2
51,CE208,Đồ án thiết kế vi mạch 2,Project on Integrated Circuit Design 2,,KTMT,CN,,,,CE207,0,2
52,CE211,Lập trình nhúng căn bản,Introduction to embedded-system programming,,KTMT,CN,,CE232,,CE107,3,1
53,CE212,Điều khiển tự động,Automatic Control,,KTMT,CN,CE113,,,MA003MA006,3,1
54,CE213,Thiết kế hệ thống số với HDL,Digital System Design with HDL,,KTMT,CSN,,,,PH002CE118,3,1
55,CE219,Tương tác người - máy,Human-computer interaction,,KTMT,CN,,CE405,,,3,0
56,CE221,Thiết kế vi mạch với HDL,Digital circuit design with HDL,,KTMT,CN,,CE213,,PH002CE118,3,1
57,CE222,Thiết kế vi mạch số,Digital Integrated Circuit Design,,KTMT,CN,,CE302,,CE118,3,1
58,CE224,Thiết kế hệ thống nhúng,Embedded Systems Design,,KTMT,CN,,,,CE103,3,1
59,CE226,Thiết kế VLSI,VLSI Design,,KTMT,CN,,,,,3,1
60,CE232,Thiết kế hệ thống nhúng không dây,Wireless Embedded Systems Design,,KTMT,CN,,,,CE224,3,1
61,CE233,Kỹ thuật Robot,Robot Principles and Design,,KTMT,CN,,,,MA003,3,1
62,CE301,Hệ thống chứng thực số,Digital identification systems,,KTMT,CN,,,,,3,0
63,CE302,Thiết kế vi mạch,Circuits design,,KTMT,CN,,CE222,,,2,1
64,CE303,Robot công nghiệp,Industrial robotics,,KTMT,CN,,,,MA001MA002CE101CE212CE107,3,0
65,CE3031,Công nghệ cảm biến,Sensor Technologies,,KTMT,CN,,,,MA006MA003CE121,3,1
66,CE304,Robot công nghiệp,Industrial Robotics,,KTMT,CNTC,,,,CE121CE224MA001MA002,3,1
67,CE306,Thị giác máy tính,Computer vision,,KTMT,CN,,,,,3,0
68,CE312,Hệ thống thời gian thực,Real-time systems,,KTMT,CN,,,,IT006IT007CE103CE211,3,0
69,CE313,Xử lý song song và hệ thống phân tán,Parallel Processing and Distributed Systems,,KTMT,CN,CE311,,,IT001IT006,3,0
70,CE314,Trình biên dịch,Principles of compiler design,,KTMT,CN,,,,CE103MA004,3,0
71,CE315,Lập trình hệ thống với Java,System Programming with Java,,KTMT,CN,CE110,,,,2,1
72,CE316,Logic mờ và ứng dụng,Fuzzy logic and applications,,KTMT,CN,,CS405,,MA004,3,0
73,CE317,Điều khiển tự động nâng cao,Advanced Automatic Control,,KTMT,CN,CE203,,,MA001MA002MA003MA004CE101CE104CE212,3,0
74,CE318,Trình biên dịch,Compiler,,KTMT,CNTC,,CE314,,IT006IT007,3,1
75,CE319,Logic mờ và ứng dụng,Fuzzy Logic and Its Applications,,KTMT,CNTC,,,,MA004,3,1
76,CE320,Logic mờ cho ứng dụng hệ thống nhúng,Fuzzy Logic for Embedded Systems Applications,,KTMT,CN,,,,MA004,3,1
77,CE321,Kỹ thuật chế tạo vi mạch,Integrated circuit fabrication,,KTMT,CN,CE404,,,CE222,3,0
78,CE322,Thiết kế vi mạch hỗn hợp,Mixed-signal integrated circuit design,,KTMT,CN,,,,CE222,2,1
79,CE323,Kỹ thuật thiết kế mạch in,Printed Circuit Board Design,,KTMT,CN,,,,CE101CE104CE103,2,1
80,CE324,Thiết kế vi mạch tương tự,Analog integrated circuit design,,KTMT,CN,,,,CE104CE221,2,1
81,CE325,Thiết kế dựa trên vi xử lý,Microprocessor-based system design,,KTMT,CN,,CE335,,IT001IT006IT003,2,1
82,CE326,Tự động hóa thiết kế vi mạch,Circuit-design automation,,KTMT,CN,,,,CE221,2,1
83,CE327,Tối ưu hóa dựa trên FPGA,FPGA-based optimization,,KTMT,CN,,CE337,,CE118IT006CE221,3,0
84,CE331,Kỹ thuật chế tạo vi mạch,Integrated Circuit Fabrication,,KTMT,CNTC,,CE321,,CE222,3,1
85,CE332,Thiết kế vi mạch hỗn hợp,Mixed-Signal Integrated Circuit Design,,KTMT,CNTC,,CE322,,CE222,3,1
86,CE333,Tiếng Anh chuyên ngành Kỹ thuật máy tính,Technical English for Computer Engineering,,KTMT,CN,,,,ENG03IT007,4,0
87,CE334,Thiết kế vi mạch tương tự,Analog Integrated Circuit Design,,KTMT,CNTC,,CE324,,CE124CE213,3,1
88,CE335,Thiết kế dựa trên vi xử lý,Microprocessor-Based Design,,KTMT,CNTC,,CE325,,IT006IT003IT001,3,1
89,CE336,Tự động hóa thiết kế vi mạch,Electronic Design Automation,,KTMT,CNTC,,CE326,,CE118CE213,3,1
90,CE337,Tối ưu hóa dựa trên FPGA,FPGA-based Optimization,,KTMT,CNTC,,CE327,,IT006CE118CE213,3,1
91,CE338,Hệ thống thời gian thực,Real-Time Systems,,KTMT,CNTC,,,,IT006IT007,3,1
92,CE339,Công nghệ IoT và ứng dụng,IoT Technology and Applications,,KTMT,CN,,,,CE103CE224,3,1
93,CE340,Trí tuệ nhân tạo cho hệ thống nhúng,Artificial Intelligence for Embedded Systems,,KTMT,CN,,,,,3,1
94,CE341,Lập trình nhúng trên thiết bị di động,Embedded Programming on Mobile Devices,,KTMT,CN,,,,,3,1
95,CE342,Hệ thống thông minh,Smart Systems,,KTMT,CN,,,,CE224,3,1
96,CE343,Trí tuệ nhân tạo cho xe tự hành,Artificial Intelligence for Autonomous Vehicles,,KTMT,CN,,,,,3,1
97,CE344,Trí tuệ nhân tạo cho IoT,Artificial Intelligence for IoT,,KTMT,CN,,,,,3,1
98,CE345,Kiến trúc IoT: giao thức mạng và bảo mật,IoT Architecture: Network Protocols and Security,,KTMT,CN,,,,,3,1
99,CE346,Thiết kế Ăng-ten tích hợp cho thiết bị IoT,Antenna Design for IoT Devices,,KTMT,CN,,,,,3,1
100,CE347,Điều khiển thông minh cho robot,Intelligent Control in Robotics,,KTMT,CN,,,,MA003,3,1
101,CE348,Công nghệ cảm biến trong IoT,Sensor Technologies for IoT,,KTMT,CN,,,,,3,1
102,CE349,Hệ thống nhúng trên SoC,Embedded Systems Design on SoC,,KTMT,CN,,,,CE103,3,1
103,CE350,Xử lý ảnh hướng ASIC,Image Processing with ASIC,,KTMT,CN,,,,CE436,3,1
104,CE351,Thiết kế bộ tăng tốc phần cứng,Hardware Accelerator Design,,KTMT,CN,,,,CE433,3,1
105,CE352,Xử lý tín hiệu số trên FPGA,Digital Signal Processing on FPGA,,KTMT,CN,,,,CE213CE436,3,1
106,CE353,Thiết kế vật lý vi mạch,Physical Design,,KTMT,CN,,,,CE226,3,1
107,CE401,Kỹ thuật hệ thống máy tính,Computer system engineering,,KTMT,CĐTN,,,,IT006IT007,3,0
108,CE402,Các hệ điều hành nhúng,Embedded operating systems,,KTMT,CĐTN,,,,IT007IT006CE107,3,1
109,CE403,Thiết kế số,Digital design,,KTMT,CĐTN,,,,PH002IT006CE221,3,1
110,CE404,Kỹ thuật chế tạo vi mạch,Integrated Circuit Fabrication,,KTMT,CĐTN,,CE321,,,3,0
111,CE405,Tương tác người-máy,Human-Computer Interaction,,KTMT,CĐTN,CE219,,,,3,0
112,CE406,Tương tác người-máy,Human-Computer Interaction,,KTMT,CNTC,,,,CE103,3,1
113,CE407,Đồ án chuyên ngành hệ thống nhúng và robot,Major Project on Embedded Systems and Robot Design,,KTMT,CĐTN,,CE412,,IT006,0,2
114,CE408,Đồ án chuyên ngành thiết kế vi mạch và phần cứng,Major Project on Integrated Circuit and Computer Hardware Design,,KTMT,CĐTN,,,,CE201CE206CE213,0,2
115,CE409,Kỹ thuật thiết kế kiểm tra,Design Verification,,KTMT,CN,,,,CE118CE213,3,1
116,CE410,Kỹ thuật hệ thống máy tính,Computer System Engineering,,KTMT,CĐTN,,,,CE118CE224,3,1
117,CE411,Chuyên đề hệ thống nhúng và robot,Special Topics on Embedded Systems and Robotics,,KTMT,CĐTN,,,,CE107,3,1
118,CE412,Đồ án chuyên ngành hệ thống nhúng và IoT,Major Project on Embedded System and IoT Design,,KTMT,CN,,,,CE224,0,2
119,CE413,Đồ án chuyên ngành Robotics và AI,Major Project on Robotics and AI,,KTMT,CN,,,,CE103CE224,0,2
120,CE421,Chuyên đề thiết kế vi mạch và phần cứng,Special Topics on Integrated Circuit and Computer Hardware Designs,,KTMT,CĐTN,,,,CE118CE221CE222,3,1
121,CE430,Lập trình hệ thống,System programming,,KTMT,CNTC,,,,,3,1
122,CE432,Thiết kế vi mạch hướng ASIC,ASIC Design,,KTMT,CNTC,,,,CE118CE213,3,1
123,CE433,Thiết kế hệ thống SoC,SoC Design,,KTMT,CNTC,,,,CE118IT006,3,1
124,CE434,Chuyên đề thiết kế hệ vi mạch 1,Special Topics on Integrated Circuit Design 1,,KTMT,CNTC,,,,CE213,3,1
125,CE435,Chuyên đề thiết kế hệ vi mạch 2,Special Topics on Integrated Circuit Design 2,,KTMT,CNTC,,,,CE213,3,1
126,CE436,Xử lý tín hiệu số và ứng dụng,Digital Signal Processing and Applications,,KTMT,CNTC,,,,MA003MA006,3,1
127,CE437,Chuyên đề thiết kế hệ thống nhúng 1,Special Topics on Embedded Systems 1,,KTMT,CNTC,,,,CE103,3,1
128,CE438,Chuyên đề thiết kế hệ thống nhúng 2,Special Topics on Embedded Systems 2,,KTMT,CNTC,,,,CE103,3,1
129,CE439,Lập trình song song và hệ thống phân tán,Parallel Programming and Distributed Systems,,KTMT,CNTC,,,,IT001IT006,3,1
130,CE440,Hệ thống định vị với ứng dụng Artificial Intelligence,Indoor and Outdoor Localization Systems with Artificial Intelligence Applications,,KTMT,CN,,,,,3,1
131,CE441,Chuyên đề thiết kế Robotics và Artificial Intelligence 1,Special Topics on Robotics and Artificial Intelligence 1,,KTMT,CN,,,,CE103CE224,3,1
132,CE442,Chuyên đề thiết kế Robotics và Artificial Intelligence 2,Special Topics on Robotics and Artificial Intelligence 2,,KTMT,CN,,,,CE103CE224,3,1
133,CE501,Thực tập doanh nghiệp,Internship,,KTMT,TTTN,,,,,0,3
134,CE502,Thực tập doanh nghiệp,Internship,,KTMT,TTTN,,CE501,,,2,0
135,CE505,Khóa luận tốt nghiệp,Thesis,,KTMT,KLTN,,,,CE206,10,0
136,CE506,Luận văn chuyên sâu đặc thù,Thesis,,KTMT,CN,,,,,0,14
137,CE507,Đồ án tốt nghiệp tại doanh nghiệp,Industry Capstone Project,,KTMT,TN,,,,,10,0
138,CE508,Đồ án tốt nghiệp,Capstone Project,,KTMT,TN,,,,,0,6
139,CE510,Chuyên đề tốt nghiệp định hướng hệ thống nhúng và IoT,Special Project on Embedded Systems and IoT,,KTMT,CĐTN,,,,,3,1
140,CE511,Chuyên đề tốt nghiệp định hướng Robotic và trí tuệ nhân tạo,Special Project on Robotics and Artificial Intelligence,,KTMT,CĐTN,,,,,3,1
141,CE512,Chuyên đề tốt nghiệp định hướng thiết kế vi mạch,Special Project on  Integrated Circuit Design,,KTMT,TN,,,,,3,1
142,CM101,Quản lý giao tiếp,Communication management,,HTTT,ĐC,,,,,3,0
143,CNBU001,Mạng máy tính,Networking,,MMT&TT,CN,,CSBU105,,,3,1
144,CNBU002,Bảo mật,Security,,MMT&TT,CN,,,,,3,1
145,CNBU003,Dự án nghiên cứu,Computing Research Project,,MMT&TT,CN,,CSBU009,,,4,4
146,CNBU004,Thiết kế và phát triển website,Website Design and Development,,MMT&TT,CN,,CSBU103,,,3,1
147,CNBU005,Internet of Things,Internet of Things,,MMT&TT,CN,,,,,3,1
148,CNBU006,An toàn mạng máy tính,Network Security,,MMT&TT,CN,,,,,3,1
149,CNBU007,Pháp chứng kỹ thuật số,Forensics,,MMT&TT,CN,,,,,3,1
150,CNBU008,Quản lý an toàn thông tin,Information Security Management,,MMT&TT,CN,,,,,3,1
151,CNBU009,Thực tập,Internship,,MMT&TT,TTTN,,,,,0,0
152,CNBU101,Toán cho tin học,Maths for Computing,,MMT&TT,CN,,,,,40,25
153,CNBU102,Công nghệ mạng máy tính,Networking Technologies,,MMT&TT,CN,,,,,40,25
154,CNBU103,Lập trình cho kỹ sư mạng máy tính,Programming for Network Engineers,,MMT&TT,CN,,,,,40,25
155,CNBU104,Hệ thống Servers,Server Systems,,MMT&TT,CN,,,,,40,25
156,CNBU105,Hệ thống mạng doanh nghiệp,Enterprise Network Systems,,MMT&TT,CN,,,,,40,25
157,CNBU106,Hoạt động an ninh mạng,Cyber Security Operations,,MMT&TT,CN,,,,,40,25
158,CNBU107,Dự án chuyên ngành,Enterprise Practice Project,,MMT&TT,CN,,,,,40,25
159,CNBU108,Hệ điều hành,Applied Operating Systems,,MMT&TT,CN,,,,,44,25
160,CNBU201,Công nghệ mạng không dây,Wireless Networking Technologies,,MMT,CN,,,,,40,25
161,CNBU202,Hệ thống tường lửa nâng cao,Advanced Firewall Systems,,MMT,CN,,,,,40,25
162,CNBU203,An toàn mạng máy tính,Network Security,,MMT,CN,,,,,40,25
163,CNBU204,Ethical Hacking,Ethical Hacking,,MMT,CN,,,,,40,25
164,CNBU205,Dự án cá nhân,Individual Honours Project,,MMT,CN,,CSBU205,,,40,25
165,CNET1,Mạng máy tính,Computer networks,,MMT&TT,ĐC,,IT005,,,3,1
166,CS003,Máy học nâng cao,Advanced machine learning,,KHMT,CN,,CS315,,,3,0
167,CS004,Máy học trong xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,,,,,3,0
168,CS005,Giới thiệu ngành Khoa học Máy tính,Introduction to Computer Science,,KHMT,ĐC,,IE005IS005SE005CE005NT005NT015EC005DS005AI001,,,1,0
169,CS010,Các công cụ của trí tuệ nhân tạo,Các công cụ của trí tuệ nhân tạo,,,,,,,,3,0
170,CS013,Máy học nâng cao,Advanced machine learning,,KHMT,CN,,CS315,,,3,1
171,CS014,Máy học trong xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,,CS324,,,3,1
172,CS019,Chuyên đề ứng dụng Trí tuệ nhân tạo,Applied artificial intelligence,,KHMT,CN,,,,,4,0
173,CS101,Nguyên lý và phương pháp lập trình,Principles and Techniques of Programming,,KHMT,CN,,CS111,,,3,0
174,CS102,Phân tích & thiết kế thuật toán,Design and analysis of algorithms,,KHMT,CN,,CS112,,,3,0
175,CS103,Cơ sở lập trình,Introduction to programming,,KHMT,CN,,CS111CS511SE330,,,4,0
176,CS104,Nhập môn công nghệ phần mềm,Software engineering,,KHMT,CN,,SE104,,,3,0
177,CS105,Đồ họa máy tính,Computer Graphics,,KHMT,CSN,,CS113,,,3,1
178,CS106,Trí tuệ nhân tạo,Artificial Intelligence,,KHMT,CSN,,,,IT003,3,1
179,CS107,Các hệ cơ sở tri thức,Knowledge-Based Systems,,KHMT,CN,,CS217,,,4,0
180,CS108,Lý thuyết thông tin,Information theory,,KHMT,CN,,NT104,,,3,0
181,CS109,Máy học,Machine learning,,KHMT,CN,,CS110,,,4,0
182,CS110,Nhập môn công nghệ tri thức và máy học,Introduction to Knowledge Engineering and Machine Learning,,KHMT,CSN,,CS114,,,3,1
183,CS111,Nguyên lý và phương pháp lập trình,Principles and Techniques of Programming,,KHMT,CSN,CS101,,,IT003,3,1
184,CS1113,Khoa học máy tính 1,Computer Science 1,,HTTT,ĐC,CSC11,CS2134,,,3,1
185,CS112,Phân tích và thiết kế thuật toán,Design and Analysis of Algorithms,,KHMT,CSN,,,,IT001IT003,3,1
186,CS113,Đồ họa máy tính và xử lý ảnh,Computer Graphics and Digital Image Processing,,KHMT,CSN,,CS105,,IT001IT003,3,1
187,CS114,Máy học,Machine Learning,,KHMT,CN,,DS102,,IT001MA003MA004,3,1
188,CS115,Toán cho khoa học máy tính,Mathematics for Computer Science,,KHMT,CN,,,,IT001,4,0
189,CS116,Lập trình Python cho máy học,Python for Machine Learning,,KHMT,CN,,,,IT001IT002,3,1
190,CS117,Tư duy tính toán,Computational Thinking,,KHMT,CN,,,,,3,1
191,CS124,Nhập môn công nghệ phần mềm,Nhập môn công nghệ phần mềm,,,,,,,,3,0
192,CS210,Xử lý ngôn ngữ tự nhiên nâng cao,Advanced natural language processing,,KHMT,CN,,,,,4,0
193,CS211,Trí tuệ nhân tạo nâng cao,Advanced Artificial Intelligence,,KHMT,CN,,,,CS106,3,1
194,CS212,Xử lý ngôn ngữ tự nhiên,Natural Language Processing,,KHMT,CN,,,,,3,1
195,CS213,Ngôn ngữ học máy tính,Computational linguistics,,,CN,,CS226,,,4,0
196,CS2133,Khoa học máy tính 2,Computer Science 2,,HTTT,ĐC,CSC12,CS2134,,CS1113,3,1
197,CS2134,Khoa học máy tính,Computer Science,,HTTT,ĐC,,,,,3,1
198,CS214,Biểu diễn tri thức và suy luận,Knowledge Representation and Reasoning,,KHMT,CN,,,,,3,1
199,CS217,Các hệ cơ sở tri thức,Knowledge-Based Systems,,KHMT,CN,CS107,,,IT002IT003,3,1
200,CS221,Xử lý ngôn ngữ tự nhiên,Natural Language Processing,,KHMT,CN,,,,IT001MA003MA004,3,1
201,CS222,Xử lý ngôn ngữ tự nhiên nâng cao,Advanced Natural Language Processing,,KHMT,CN,,,,CS221,3,1
202,CS223,Máy học nâng cao,Advanced machine learning,,KHMT,CN,,CS315,,,3,1
203,CS224,Máy học xử lý ngôn ngữ tự nhiên,Machine learning in NLP,,KHMT,CN,,CS324,,,3,1
204,CS225,Lập trình symbolic trong trí tuệ nhân tạo,Symbolic Programming in Artificial Intelligence,,KHMT,CN,,CS314,,,4,0
205,CS226,Ngôn ngữ học máy tính,Computational Linguistics,,KHMT,CN,CS213,,,,4,0
206,CS227,Khai thác dữ liệu và ứng dụng,Data Mining and Applications,,KHMT,CN,,CS313,,,3,1
207,CS228,Máy học và ứng dụng,Machine learning and applications,,KHMT,CN,,,,,3,1
208,CS229,Ngữ nghĩa học tính toán,Computational Semantics,,KHMT,CN,,,,CS221,3,1
209,CS231,Nhập môn thị giác máy tính,Introduction to Computer Vision,,KHMT,CN,,,,,3,1
210,CS232,Tính toán đa phương tiện,Introduction to Multimedia Computing,,KHMT,CN,,,,,3,1
211,CS233,Nhận dạng Thị giác,Visual Pattern Recognition,,KHMT,CN,,,,,3,1
212,CS2433,Lập trình C/C++,C/C++ Programming,,HTTT,CSN,,MSIS2433,,,3,1
213,CS301,Chuyên đề nghiên cứu khoa học,Scientific Research Seminar,,KHMT,CN,,,,,4,0
214,CS302,Seminar,Seminar,,KHMT,CN,,,,,3,0
215,CS311,Kỹ thuật lập trình trí tuệ nhân tạo,Artificial Intelligence Programming Techniques,,KHMT,CN,,,,IT003,3,1
216,CS312,Hệ thống đa tác tử,Multi-Agent Systems,,KHMT,CN,,,,CS110,3,1
217,CS313,Khai thác dữ liệu và ứng dụng,Data Mining and Applications,,KHMT,CN,,,,IT001IT003,3,1
218,CS314,Lập trình symbolic trong trí tuệ nhân tạo,Symbolic Programming in Artificial Intelligence,,KHMT,CN,CS225,,,,3,1
219,CS315,Máy học nâng cao,Advanced Machine Learning,,KHMT,CN,CS013,CS223,,CS110,3,1
220,CS316,Các hệ giải bài toán thông minh,Intelligent Problem-Solving Systems,,KHMT,CN,CS408,,,,3,1
221,CS317,Phát triển và vận hành hệ thống máy học,Machine Learning Operations,,KHMT,CN,,,,CS114,3,1
222,CS321,Ngôn ngữ học ngữ liệu,Corpus Linguistics,,KHMT,CN,,,,IT001,3,1
223,CS322,Biểu diễn tri thức và ứng dụng,Knowledge representation and applications,,KHMT,CN,,CS214,,CS212,4,0
224,CS323,Các hệ thống hỏi-đáp,Question-Answering Systems,,KHMT,CN,,,,CS221,3,1
225,CS324,Máy học trong xử lý ngôn ngữ tự nhiên,Machine Learning for Natural Language Processing,,KHMT,CN,CS004,CS224,,CS221,3,1
226,CS325,Dịch máy,Machine Translation,,KHMT,CN,CS411,,,CS221,3,1
227,CS326,Các kĩ thuật trong xử lý ngôn ngữ tự nhiên,Advanced Techniques in Natural Language Processing,,KHMT,CN,CS407,,,CS221,3,1
228,CS331,Thị giác máy tính nâng cao,Advanced Computer Vision,,KHMT,CN,,,,CS231,3,1
229,CS332,Máy học trong thị giác máy tính,Machine Learning in Computer Vision,,KHMT,CN,,,,,3,1
230,CS333,Đồ họa game,Computer Graphics in Game,,KHMT,CN,,,,,2,1
231,CS334,Lập trình tính toán hình thức,Programming for formal computing,,KHMT,CN,,,,,3,1
232,CS335,Tìm kiếm ảnh và video,Image and Video Search,,KHMT,CNTC,,,,IT001,3,1
233,CS336,Truy vấn thông tin đa phương tiện,Multimedia Information Retrieval,,KHMT,CN,,,,,3,1
234,CS3363,Tổ chức ngôn ngữ lập trình,Organization of Programming Languages,,HTTT,ĐC,,MSIS207,,,3,1
235,CS337,Xử lý âm thanh và tiếng nói,Speech and Audio Signal Processing,,KHMT,CN,,,,IT003,3,1
236,CS3373,Lập trình hướng đối tượng nâng cao cho môi trường windows,Advanced Object-Oriented Programming for Windows,,HTTT,CSN,,IEM5723,,,3,1
237,CS338,Nhận dạng,Pattern Recognition,,KHMT,CN,,,,,3,1
238,CS339,Xử lý văn bản y khoa,Natural Language Processing with Health Focus,,KHMT,CNTC,,,,,3,1
239,CS3423,Cấu trúc tập tin,File Structures,,HTTT,CSN,,CS4153,,,3,1
240,CS3443,Hệ thống máy tính,Computer Systems,,HTTT,CSN,,,,,3,0
241,CS351,Chuyên đề NCKH 1,Scientific Research 1,,KHMT,CN,,,,,4,0
242,CS3513,Phương pháp số cho máy tính kỹ thuật số,Numerical methods for digital computers,,HTTT,CNTC,,,,,3,0
243,CS352,Chuyên đề NCKH 2,Scientific Research 2,,KHMT,CN,,,,,4,0
244,CS3613,Cơ sở tính toán,Theoretical Foundations of Computing,,HTTT,CNCS,,STAT3013,,,3,1
245,CS3653,Toán rời rạc,Discrete Mathematics,,HTTT,ĐC,,,,MATH2154,3,0
246,CS371,Seminar chuyên đề 1,Seminar 1,,KHMT,CN,,,,,2,0
247,CS372,Seminar chuyên đề 2,Seminar 2,,KHMT,CN,,,,,2,0
248,CS401,Công nghệ Java,Java technology,,KHMT,CĐTN,,,,,3,1
249,CS402,Phân tích thiết kế HTTT quản lý,Management-information system analysis and design,,KHMT,CN,,,,,3,0
250,CS403,Các dịch vụ web,Web services,,KHMT,CN,,,,,3,0
251,CS404,Công nghệ đa tác tử (Muli-Agent),Multi-agent technology,,KHMT,CĐTN,,CS312,,,4,0
252,CS405,Logic mờ và ứng dụng,Fuzzy Logic and Applications,,KHMT,CĐTN,,,,,3,1
